行号,标签,预测,判定
3360,"图中展示的物品是暖宝宝,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{hot_water_bottle}，根据垃圾分类的标准，应该属于{recyclable},1
3361,"图中展示的物品是电路板,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是电阻器，根据垃圾分类的标准，应该属于电子垃圾。,0
3362,"图中展示的物品是登机牌,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是票，根据垃圾分类的标准，应该属于垃圾,0
3363,"图中展示的物品是木制切菜板,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3364,"图中展示的物品是碗,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[碗],根据垃圾分类的标准，应该属于[厨余垃圾]",0
3365,"图中展示的物品是电池,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是干电池，根据垃圾分类的标准，应该属于有害垃圾,1
3366,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是花瓶，根据垃圾分类的标准，应该属于可回收物。,1
3367,"图中展示的物品是电路板,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{PCB}，根据垃圾分类的标准，应该属于{电子垃圾},1
3368,"图中展示的物品是信封,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
3369,"图中展示的物品是盘子,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是玻璃,根据垃圾分类的标准，应该属于可回收垃圾",1
3370,"图中展示的物品是白菜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是锅，根据垃圾分类的标准，应该属于厨余垃圾,0
3371,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
3372,"图中展示的物品是废弃扩声器,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}电子垃圾",0
3373,"图中展示的物品是收音机,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是玩具,根据垃圾分类的标准，应该属于其他垃圾",0
3374,"图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
3375,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3376,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是香菜，根据垃圾分类的标准，应该属于可回收物。,0
3377,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3378,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3379,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
3380,"图中展示的物品是空气加湿器,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[coffee cup, cup, plate, laptop, laptop]，根据垃圾分类的标准，应该属于[厨房垃圾, 垃圾, 垃圾, 垃圾, 垃圾]",0
3381,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是松木材质，根据垃圾分类的标准，应该属于可回收物。,1
3382,"图中展示的物品是尺子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料尺，根据垃圾分类的标准，应该属于其他垃圾。,0
3383,"图中展示的物品是白萝卜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3384,"图中展示的物品是烧水壶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是不锈钢水壶，根据垃圾分类的标准，应该属于金属垃圾。,1
3385,"图中展示的物品是粉条,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是塑料，根据垃圾分类的标准，应该属于可回收垃圾。,0
3386,"图中展示的物品是火龙果,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是[fruit]，根据垃圾分类的标准，应该属于[fruit],1
3387,"图中展示的物品是购物纸袋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3388,"图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
3389,"图中展示的物品是白菜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是蔬菜，根据垃圾分类的标准，应该属于厨余垃圾。,1
3390,"图中展示的物品是牛肉干,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
3391,"图中展示的物品是核桃,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3392,"图中展示的物品是空调遥控器,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是遥控器，根据垃圾分类的标准，应该属于电子废弃物,0
3393,"图中展示的物品是勺子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是[bracelet]，根据垃圾分类的标准，应该属于[recycle],0
3394,"图中展示的物品是耳钉耳环,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3395,"图中展示的物品是塑料盆,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料杯，根据垃圾分类的标准，应该属于其他垃圾,0
3396,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{toy}，根据垃圾分类的标准，应该属于{garbage_type}。,1
3397,"图中展示的物品是变形玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{toys}，根据垃圾分类的标准，应该属于{garbage_type}。,1
3398,"图中展示的物品是木质梳子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是梳子，根据垃圾分类的标准，应该属于可回收物。,1
3399,"图中展示的物品是废弃扩声器,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是音响设备，根据垃圾分类的标准，应该属于电子废弃物。,0
3400,"图中展示的物品是衣架,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3401,"图中展示的物品是垫子,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3402,"图中展示的物品是盘子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃制品，根据垃圾分类的标准，应该属于可回收物。,1
3403,"图中展示的物品是空调遥控器,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是遥控器，根据垃圾分类的标准，应该属于电子废弃物,0
3404,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是意大利腊肠，根据垃圾分类的标准，应该属于可回收垃圾。,0
3405,"图中展示的物品是乒乓球拍,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是[wood]，根据垃圾分类的标准，应该属于[wood],0
3406,"图中展示的物品是贝果,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是[面包]，根据垃圾分类的标准，应该属于[可回收垃圾],0
3407,"图中展示的物品是量杯,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于玻璃。,0
3408,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是栗子蛋糕，根据垃圾分类的标准，应该属于厨余垃圾。,1
3409,"图中展示的物品是草莓,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是{fruit}，根据垃圾分类的标准，应该属于{food},1
3410,"图中展示的物品是药品包装,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",1
3411,"图中展示的物品是电熨斗,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是熨斗，根据垃圾分类的标准，应该属于家庭电器,1
3412,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3413,"图中展示的物品是LED灯泡,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
3414,"图中展示的物品是保鲜盒,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料盒，根据垃圾分类的标准，应该属于可回收物。,1
3415,"图中展示的物品是残渣剩饭,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是蔬菜，根据垃圾分类的标准，应该属于蔬菜,1
3416,"图中展示的物品是鸡翅,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是食物，根据垃圾分类的标准，应该属于垃圾食品,0
3417,"图中展示的物品是咖啡渣,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
